"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Guam","GUM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4800664422.202","4842877343.03913","5157363603.27571","5345211101.00091","5149976342.12921","5186912647.86169","5292444949.95451","5315662056.41492","5435968880.80073","5440190172.88444","5556275705.18653","5650199454.04914","5751510464.05824","5799000000","5809553230.20928","5861264058.23476","5814829845.31392","5965741037.30664","5286113011.82893","5342045131.93812","",
"Guyana","GUY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1555852774.95589","1628814869.09091","1646812064.96936","1444605655.78304","1608716937.55655","1778292091.76989","1871354987.56803","1952078164.81436","1972083599.70556","2110018751.87885","2199809690.29993","2268286484.81053","2193032203.38503","2220329299.6231","2391357711.92176","2594217101.09444","2634087968.19696","2564582824.7253","2518261617.69215","2472033983.34545","2514896326.63604","2552523348.40363","2215842085.89953","2065333522.99997","1961473314.11783","2008542150.93561","1990453175.38766","2008355243.45302","1934175977.75526","1839078992.21225","1782665526.16605","1890657018.27277","2037332030.16772","2203886072.87743","2391930958.7267","2512279686.62218","2712144537.77669","2879773122.52196","2831418722.66524","2915233015.03788","2875474953.40836","2941022027.77672","2974332836.22153","2955528348.89939","3001733663.71362","2943171112.81921","3094144293.34207","3316651519.10056","3374866165.84161","3496749743.34591","3641460689.42046","3830680147.32004","4032799496.90528","4180138018.80887","4250616305.04776","4279840193.7046","4442813034.63534","4608724292.15863","4813398364.26896","5071041645.23612","7275908034.11422","8735455982.28699","13784568758.052",
"High income","HIC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","8837197827051.84","9222778179034.8","9744960444542.23","10260572242018.3","10911942726756","11510178951659","12189132456456.6","12719234385145.1","13480668265037.7","14203209381660.9","14643343214528.9","15211723971279.5","16053210223004.1","17064935028089.3","17236884266729.3","17217809655434.3","18102171492218.8","18826324258708.9","19626588655822.6","20433658381776.1","20689272864923.2","21082627197914.1","21030823101149.5","21622381364596.2","22639658420324.6","23449166749877.3","24216126986490.2","25062047132834.8","26253209222786.6","27269388132760.3","28089174930291.4","28461177116383.5","29074001897932.3","29480332641893.6","30461455689752.4","31332531594061.6","32273079094885.5","33403717006896.7","34365021394783.5","35561016931322.8","37028223006281.4","37575514098516.5","38157163774374","38992083508151.9","40325004841955.8","41487153873583.2","42762180280164.3","43917442867497.6","44158587363766.2","42723254105305.3","44015812041124.6","44870887890415.7","45504835123805.9","46186362156557.8","47155196873613.1","48273634988451.5","49162827046294.9","50335114081111.8","51523170432332.8","52428249025589.3","50204472008919.6","52884272945591.4","54365601569658.6",
"Hong Kong SAR, China","HKG","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","12533019699.0314","14324141704.2354","16582122577.9636","18012856240.6257","20650332599.9369","21020965133.6274","21357987512.0887","22083598534.5683","24588706131.8473","26852557272.4135","28810924330.8634","31868297423.9954","35781578442.7553","36645773803.9191","36826025526.8257","42778706307.0536","47794791768.4495","51743064181.6944","57722794230.6854","63557494157.7975","69443415040.6525","71491907960.5558","75765001805.5008","83321646671.746","83952527701.9191","93234455502.1661","105726498436.603","114725502395.915","117337771138.805","121832438781.064","128779266515.791","136808525414.127","145292327130.955","154062390683.586","157719451820.36","164435957909.15","172821806742.074","162655425404.909","166732613482.046","179510112529.388","180516805740.461","183507418936.22","189115940935.164","205569147849.235","220756909398.278","236281923532.324","251557163567.58","256909926097.623","250592367947.271","267551683945.391","280433581659.831","285201849778.048","294047536179.945","302170258934.603","309385622601.348","316116056185.969","328116147738.732","337457353723.715","331813610123.743","310097075921.454","330072673144.84","318598258232.253",
"Honduras","HND","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2488221554.71134","2534394469.914","2680498409.16463","2776471958.15166","2926863603.50747","3191368847.56314","3362867975.7073","3563884850.21886","3799036503.26279","3823936864.30056","3962620383.3024","4120927210.54438","4358387600.39871","4701386276.07008","4643670096.19847","4742611928.06353","5240619049.49136","5784799119.23104","6129932487.30478","6473817206.13159","6512618291.90951","6433031815.40282","6299568219.95635","6356623024.03623","6758825363.17007","7139092751.14954","7519661681.17196","8018843592.09015","8158855312.11678","8381416559.39347","8615404668.15174","8329432815.32301","8835336566.45516","9409255132.55713","9429193673.37923","10012795187.1499","10200112185.866","10669121816.6388","11052168152.4926","10970862757.5133","11770779974.6587","12091321063.1334","12545270107.7257","13115708313.2068","13933118990.7264","14776156180.0019","15746542343.9334","16720989901.6315","17428555328.7177","17004757718.2843","17639229093.9667","18315815357.186","19072018181.9071","19604424966.4102","20203944075.628","20979791685.416","21796529142.7732","22852116284.6356","23730778960.5382","24360372249.1422","22176523297.0658","24956150020.0804","25953884373.5602",
"Heavily indebted poor countries (HIPC)","HPC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","122120723665.754","121753145452.001","130765599597.342","134356632291.393","138329751840.273","143879778145.643","147403424845.154","150091105565.821","156544120306.302","163782340117.829","171180105926.107","178662883388.22","180879955983.743","186674311578.717","197570787805.465","202915351156.266","212609510368.819","221265603734.96","225412334931.209","226015466448.335","226795694089.482","234472247362.197","236672451432.529","238111670008.769","240017488692.022","242588838715.262","250548645808.568","260054255611.262","262574956631.558","268813717373.943","267019093016.555","269370810007.664","268215030053.169","270380266323.818","270643466973.024","284421387496.951","299080825986.24","317660812159.041","328527204098.917","338345232986.757","348423732592.487","362461939338.374","375250300518.43","390384152502.396","412254728203.532","435219156783.762","460906840858.153","486178726960.785","512928145163.896","529622476522.258","561117518972.779","583119110007.511","598350401071.59","631544121419.812","668040838327.419","698814203077.249","729367949335.906","764307797634.675","794006170807.406","827085297810.065","828710895594.716","861066339888.608","900049747114.654",
"Croatia","HRV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33746209213.2781","35784971087.6729","37995954066.597","38851218470.4858","38524755150.0201","39664624919.5067","40899171102.42","43280736227.1184","45702446244.8419","47614021361.3964","49665566666.4992","52108148417.6885","54693190847.2178","55788074156.8431","51774989860.0057","51141378157.3018","51097082677.026","49905671598.604","49707133030.5168","49493710192.8875","50742086222.907","52548179480.3454","54341369196.3931","55863294989.8136","57774381400.8875","52817141298.3946","59721506242.6508","63502675644.1138",
"Haiti","HTI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","6694501173.34731","6498219718.34608","7010771730.38012","6878072365.32999","6764765933.38315","6911006498.66305","6871213835.4243","6725703088.18595","6939689222.63162","7204226239.94429","7251136826.24085","7721038083.25281","7796480945.43704","8167228726.20975","8639285493.35098","8736283459.22159","9473524043.0116","9824816187.24533","10434825617.0219","11223742406.1986","12051458381.5321","11707665257.9468","11290433896.4346","11392971523.979","11427254916.2282","11496233402.9899","11439039091.3276","11348253306.2642","11370998251.4577","11039712814.0954","11154318590.0919","11364080539.8319","10760655485.9066","10176750468.5454","8960564745.87858","9847455233.71256","10255216033.5728","10532590290.2642","10762394592.9657","11054082178.3021","11150259243.8388","11112041966.3035","11228920661.0592","11619774655.5386","11466642669.7846","11818917813.081","12027964993.154","12594064766.7395","12928819077.1645","13690375514.3681","12916662363.0595","13575181393.0987","13643386417.2481","14233433425.7323","14644604938.4984","14849629407.9546","15118774200.7456","15498296457.2898","15756778743.419","15485274162.3204","14973407577.4363","14704149789.5892","14456828346.4124",
"Hungary","HUN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78733089074.8481","76320565233.1898","75880875956.0739","78117202649.1726","79280778283.9448","79346116187.6974","81840061575.3627","85031827660.5837","87643177933.1084","91568886542.0243","95299483590.3448","99817905184.6813","103884735932.983","109083772922.95","113768132959.824","118257499574.879","118585513679.933","119776044677.938","111873380290.514","113077422068.682","115188393760.125","113748278485.318","115798616344.321","120699456740.623","125174166987.372","127929252772.234","133394359768.376","140547430034.099","147383974295.866","140699299222.253","150829649253.13","157734488468.044",
"IBRD only","IBD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1846348930986.23","1866419840593.39","1923519224043.95","2011991659369.54","2172703279277.37","2303101095076.78","2430553347719.26","2530297250053.46","2680478810693.38","2891436438632.6","3115641682904.7","3313425788255.17","3531499939023.6","3782749165778.4","3992902783096.81","4180435479245.05","4433958083613.44","4637435897162.33","4825755645503.31","5052040036005.46","5310529178774.67","5441707713044.83","5599809145439.42","5704085517152.31","5991836357043.7","6257344969185.94","6516235691705.93","6849009912765.41","7125943812631.85","7351635045622.91","7492826194215.83","7583341634950.3","7711543075414.01","8008597847436.74","8304426644325.96","8640147519498.06","9119358955031.29","9604648943756.99","9853599852282.56","10224967104539.2","10828134729539.8","11223839622075","11741747263430.8","12445734832291.1","13403206233893.1","14371863971904.8","15562614189768.9","16963443969409.8","17970854866959.3","18488901519025.3","19935570067217.9","21211790152935.7","22371018329157.2","23546042410107.8","24678741427873.1","25774291128877.2","26958488160319.9","28372639037261.3","29775046182152.7","30962528368576.6","30554700301187.7","32824484468822.9","33978003060494.8",
"IDA & IBRD total","IBT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2144021015306.79","2167427660109.92","2243235468182.5","2346365218649.94","2522383302950.35","2667523294808.42","2797232603084.72","2884141131293.22","3046753351310.02","3292694635700.72","3560665736241.38","3787120534371.98","4010023771185.76","4280065355986.84","4529778590914.07","4712788222214.81","4998109002094.1","5226454196060.05","5417648965145.28","5664787445652.99","5943860099067.19","6069428169680.86","6224871579755.72","6321048939700.4","6614007568187.06","6903729394681.84","7181117151456.67","7537001136931.74","7845722371506.21","8087517408051.54","8257729017760.89","8363047390496.37","8507954110572.97","8813554177085.92","9117699377504.1","9482770969155.4","10003097636823.1","10524403734481.6","10804859966193.7","11203576026156.4","11845228557468.6","12283442876764.6","12858125795147.3","13617700745465.4","14652718891300.6","15697236968627.2","16968871670822.1","18454868185525.8","19537461662006.1","20131704567770.3","21681113004941.8","23028693345957","24242516542153.5","25515448682709.1","26758059573279.7","27922343491136.9","29175177123518","30675254408679","32174570479062.7","33455114478969.4","33037218759023.7","35404994490111.7","36670041224802.6",
"IDA total","IDA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","283747160817.686","286921709513.067","303922603595.063","317859947493.696","333379621453.66","347982639758.354","351566738261.417","341382403466.736","354126470722.491","387426823036.977","428625883855.102","456205616453.225","463018616299.974","482522669239.195","519840816149.947","518056122039.673","549045149871.242","573338917373.645","578072015403.332","599096051537.167","620263332240.297","616728321949.127","616454815942.882","610906485043.142","619368097955.159","643907892848.852","663485354090.846","688184611862.694","719336469150.528","736590969112.897","765405812542.281","780300365890.24","797069888600.493","805330912766.319","813507693312.826","842841663347.933","883899800493.742","919788877953.141","951391528498.281","978638310406.578","1016784607306.79","1059362003938.04","1116242023566.85","1171727050321.62","1249150720608.16","1324864988315.4","1405467213016.62","1490218963339.93","1565218801011.32","1641175434500.27","1743953916033.72","1815472183779.26","1870276485117.29","1968122890518.34","2077830174323.19","2146720272494.66","2215578652154.95","2301732605792.26","2398757064685.3","2491813093777.04","2481541294191.6","2579789721986.7","2691213094834.51",
